"","Ind_ID","label","GENDER","Car_Owner","Propert_Owner","CHILDREN","Annual_income","Type_Income","EDUCATION","Marital_status","Housing_type","Birthday_count","Employed_days","Mobile_phone","Work_Phone","Phone","EMAIL_ID","Type_Occupation","Family_Members"
"640",5087538,0,"M","N","Y",0,81000,"Commercial associate","Higher education","Single / not married","House / apartment",-9874,-1928,1,0,1,0,"Laborers",1
"559",5089137,0,"F","Y","N",0,202500,"Commercial associate","Secondary / secondary special","Civil marriage","With parents",-14228,-5330,1,0,1,0,"",2
"697",5022025,0,"M","Y","Y",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-9952,-1613,1,0,0,0,"",1
"474",5054699,0,"M","Y","Y",0,157500,"Working","Higher education","Married","House / apartment",NA,-6908,1,0,0,0,"Laborers",2
"1338",5023089,0,"F","N","N",0,202500,"Working","Secondary / secondary special","Separated","House / apartment",-16868,-4161,1,0,0,0,"Laborers",1
"607",5136029,0,"M","Y","N",0,112500,"State servant","Secondary / secondary special","Married","House / apartment",-19532,-2331,1,0,0,0,"Laborers",2
"1006",5085826,0,"F","N","N",0,351000,"Commercial associate","Higher education","Married","House / apartment",-21574,-1081,1,0,1,0,"",2
"375",5022833,0,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-17262,-1617,1,0,0,0,"Core staff",2
"1265",5142953,0,"M","N","N",1,202500,"Working","Secondary / secondary special","Separated","House / apartment",-8274,-742,1,1,1,0,"Laborers",2
"246",5065606,0,"M","Y","N",0,270000,"Pensioner","Higher education","Married","House / apartment",-23489,365243,1,0,0,0,"",2
"194",5048583,0,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21579,365243,1,0,0,0,"",2
"545",5033884,0,"M","Y","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-20063,-932,1,1,1,0,"Core staff",2
"678",5067444,0,"F","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22880,365243,1,0,0,0,"",2
"1222",5028468,0,"F","Y","Y",2,135000,"Working","Secondary / secondary special","Married","House / apartment",-12406,-265,1,0,0,1,"Drivers",4
"768",5051050,0,"M","Y","N",0,67500,"Working","Secondary / secondary special","Married","House / apartment",-22407,-2174,1,0,0,0,"Laborers",2
"520",5086060,0,"F","N","Y",0,135000,"State servant","Secondary / secondary special","Married","House / apartment",-20542,-9422,1,0,1,0,"Core staff",2
"781",5136976,0,"F","N","N",0,306000,"State servant","Higher education","Married","House / apartment",-12677,-5587,1,0,0,0,"Medicine staff",2
"204",5116163,0,"F","N","Y",2,90000,"Working","Secondary / secondary special","Married","House / apartment",-9899,-320,1,0,0,0,"Security staff",4
"1306",5023877,0,"F","N","Y",0,360000,"Pensioner","Higher education","Married","House / apartment",-22985,365243,1,0,1,0,"",2
"889",5091737,0,"F","Y","Y",0,243000,"Working","Secondary / secondary special","Single / not married","House / apartment",-14716,-2057,1,0,0,0,"Sales staff",1
"708",5022118,0,"M","N","Y",0,315000,"Working","Secondary / secondary special","Married","House / apartment",-19686,-1131,1,0,0,0,"Laborers",2
"1478",5091406,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-17579,-1904,1,1,0,0,"Laborers",1
"563",5050549,0,"M","N","N",2,225000,"Working","Higher education","Civil marriage","House / apartment",-16768,-3088,1,1,0,0,"Laborers",4
"299",5149039,0,"F","N","Y",2,270000,"Commercial associate","Higher education","Civil marriage","House / apartment",-11008,-3697,1,0,0,0,"Laborers",4
"528",5113082,0,"F","N","Y",1,112500,"Working","Higher education","Single / not married","House / apartment",-15303,-1131,1,0,0,0,"Core staff",2
"869",5143457,0,"M","Y","Y",0,247500,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-11912,-1749,1,0,0,0,"High skill tech staff",2
"1039",5024925,0,"F","N","N",0,33750,"Pensioner","Higher education","Married","House / apartment",-19054,365243,1,0,0,0,"",2
"1361",5022063,0,"F","N","Y",0,180000,"Pensioner","Higher education","Married","House / apartment",-20135,365243,1,0,1,0,"",2
"288",5096211,0,"M","N","N",0,81000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-14211,-158,1,1,0,0,"Low-skill Laborers",2
"791",5126751,0,"M","Y","N",2,135000,"Working","Secondary / secondary special","Married","With parents",-16625,-561,1,0,0,0,"",4
"1294",5069028,0,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16605,-1359,1,0,0,1,"Sales staff",2
"579",5046035,0,"F","Y","Y",0,99000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-21527,365243,1,0,0,0,"",2
"229",5095310,0,"F","Y","Y",0,225000,"Working","Higher education","Married","House / apartment",-12322,-3717,1,0,0,0,"Core staff",2
"606",5029256,0,"M","Y","Y",2,225000,"Working","Higher education","Married","House / apartment",-13456,-992,1,0,0,0,"Drivers",4
"1433",5033714,0,"M","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-13782,-3032,1,1,1,0,"Security staff",3
"536",5096753,0,"M","Y","N",0,328500,"Working","Higher education","Married","House / apartment",-14897,-2654,1,1,1,0,"",2
"1495",5009000,0,"M","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-9927,-828,1,0,0,0,"Drivers",2
"619",5113647,0,"F","N","Y",0,225000,"Working","Incomplete higher","Married","House / apartment",-12262,-223,1,0,0,1,"Managers",2
"1132",5100464,0,"M","Y","Y",1,315000,"Working","Higher education","Married","House / apartment",-17318,-552,1,0,1,0,"Laborers",3
"1289",5097105,0,"F","N","Y",0,193500,"Working","Secondary / secondary special","Married","House / apartment",-21026,-11448,1,0,1,0,"",2
"712",5009586,0,"F","N","N",0,45000,"Working","Secondary / secondary special","Separated","House / apartment",-14374,-798,1,0,1,0,"Sales staff",1
"347",5067924,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22743,365243,1,0,0,0,"",1
"802",5045439,0,"M","Y","Y",0,180000,"Pensioner","Higher education","Married","House / apartment",-23546,365243,1,0,0,0,"",2
"276",5090954,0,"F","N","N",0,270000,"State servant","Secondary / secondary special","Separated","House / apartment",-19363,-12332,1,0,1,1,"Medicine staff",1
"339",5096991,0,"F","N","Y",1,225000,"Commercial associate","Higher education","Married","House / apartment",-12272,-126,1,0,0,0,"Core staff",3
"617",5079035,0,"F","N","Y",0,135000,"Pensioner","Lower secondary","Married","House / apartment",-22569,365243,1,0,0,0,"",2
"414",5111159,0,"F","Y","Y",1,81000,"Working","Higher education","Married","House / apartment",-10648,-1393,1,1,1,0,"Core staff",3
"1211",5045069,0,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-10344,-2533,1,0,0,0,"Laborers",2
"1044",5116991,0,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-14495,-3505,1,0,1,0,"Laborers",2
"1007",5053089,0,"F","N","N",0,175500,"Working","Secondary / secondary special","Single / not married","House / apartment",-18643,-658,1,0,0,0,"High skill tech staff",1
"999",5090793,0,"F","N","Y",0,247500,"Working","Higher education","Married","House / apartment",-14020,-3503,1,0,1,0,"Core staff",2
"475",5051180,0,"M","Y","N",1,NA,"Working","Secondary / secondary special","Married","House / apartment",-13086,-1931,1,0,1,0,"Laborers",3
"433",5058405,0,"M","Y","Y",0,247500,"Working","Higher education","Married","House / apartment",-12843,-2609,1,0,0,0,"Managers",2
"289",5023280,0,"F","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16701,-2457,1,0,0,0,"Sales staff",2
"994",5033418,0,"M","Y","N",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10756,-2180,1,0,1,0,"Managers",2
"429",5025029,0,"F","N","N",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20013,365243,1,0,0,0,"",2
"282",5125317,0,"M","Y","N",0,292500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20874,-2722,1,0,0,0,"",2
"1245",5058271,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19607,-4288,1,0,0,0,"Low-skill Laborers",2
"412",5029544,0,"F","Y","Y",1,133650,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14596,-1965,1,0,0,0,"",3
"435",5115894,0,"M","Y","N",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17455,-1321,1,0,0,0,"Drivers",2
"1370",5065723,0,"F","N","Y",1,202500,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-15975,-8760,1,0,0,0,"Private service staff",3
"1170",5079141,0,"F","N","Y",2,67500,"Working","Secondary / secondary special","Separated","House / apartment",-13868,-3008,1,1,0,0,"Sales staff",3
"1324",5126121,0,"F","Y","N",0,72000,"Working","Secondary / secondary special","Married","House / apartment",-15185,-227,1,1,1,0,"Medicine staff",2
"1418",5022136,0,"F","N","Y",0,126000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20681,365243,1,0,0,0,"",2
"574",5090701,0,"F","N","N",0,594000,"Pensioner","Higher education","Single / not married","Municipal apartment",-17387,365243,1,0,0,0,"",1
"1491",5114348,0,"M","Y","N",0,180000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-9810,-2993,1,1,0,0,"",2
"773",5028547,0,"M","Y","N",1,292500,"Working","Secondary / secondary special","Separated","House / apartment",-12692,-1056,1,0,1,0,"Laborers",2
"1117",5065704,0,"M","Y","Y",0,225000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-17454,365243,1,0,1,0,"",1
"1328",5142733,0,"M","N","N",1,360000,"Working","Higher education","Married","House / apartment",-11112,-469,1,1,1,0,"Managers",3
"565",5089269,0,"F","N","N",0,72000,"Working","Secondary / secondary special","Single / not married","House / apartment",-18799,-1466,1,1,0,0,"Cleaning staff",1
"963",5090186,0,"M","Y","Y",0,450000,"Pensioner","Higher education","Married","House / apartment",-23451,365243,1,0,0,0,"",2
"1065",5142163,0,"M","N","Y",1,360000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-11524,-2554,1,0,0,0,"Sales staff",3
"944",5058371,0,"F","N","Y",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-17468,-355,1,1,1,0,"",2
"1242",5062296,0,"F","N","Y",0,135000,"Pensioner","Incomplete higher","Separated","House / apartment",-20388,365243,1,0,0,0,"",1
"267",5062075,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21392,365243,1,0,0,0,"",2
"695",5021490,0,"M","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-10682,-609,1,0,1,0,"Sales staff",1
"380",5150047,0,"F","N","Y",0,283500,"Working","Secondary / secondary special","Married","House / apartment",-17958,-655,1,0,0,0,"Sales staff",2
"1277",5149647,0,"F","N","Y",0,292500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-22576,365243,1,0,0,0,"",1
"230",5050655,0,"F","N","N",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-14667,-1048,1,1,1,0,"Accountants",2
"333",5035688,0,"F","Y","Y",0,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16505,-8377,1,0,0,0,"Laborers",2
"748",5143465,0,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23262,365243,1,0,1,0,"",1
"592",5046126,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-20301,-3092,1,1,1,0,"Managers",2
"295",5022756,0,"F","N","N",1,202500,"Commercial associate","Secondary / secondary special","Separated","House / apartment",-10800,-3166,1,0,0,0,"Sales staff",2
"196",5052722,0,"F","N","N",0,126000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21875,365243,1,0,0,0,"",2
"710",5047667,0,"F","N","N",0,90000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-8710,-522,1,0,0,0,"",2
"311",5118397,0,"M","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-17154,-1649,1,0,0,0,"Drivers",2
"1237",5022449,0,"F","N","N",0,315000,"Working","Secondary / secondary special","Separated","House / apartment",-17570,-1978,1,0,0,1,"Core staff",1
"1530",5028612,0,"M","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","With parents",-10681,-2152,1,0,1,0,"Sales staff",1
"719",5135946,0,"M","N","Y",0,270000,"Working","Higher education","Single / not married","House / apartment",-15222,-3153,1,0,1,0,"Laborers",1
"782",5058366,0,"F","N","N",0,90000,"Pensioner","Secondary / secondary special","Single / not married","Municipal apartment",-20125,365243,1,0,0,0,"",1
"682",5067281,0,"M","N","Y",1,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13233,-2728,1,0,0,0,"",3
"1099",5024592,0,"M","Y","Y",0,157500,"Working","Secondary / secondary special","Married","With parents",-8893,-1615,1,1,0,0,"Drivers",2
"1220",5135705,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-11004,-1570,1,0,0,0,"Private service staff",2
"440",5118038,0,"F","N","N",2,121500,"Working","Higher education","Married","House / apartment",-11697,-614,1,0,0,0,"HR staff",4
"1012",5048305,0,"F","N","N",0,NA,"Working","Higher education","Separated","House / apartment",-21887,-1526,1,0,0,0,"Core staff",1
"877",5114544,0,"F","N","Y",0,166500,"Working","Incomplete higher","Married","House / apartment",-10794,-4029,1,0,0,1,"Laborers",2
"613",5146534,0,"F","Y","N",1,67500,"State servant","Secondary / secondary special","Married","House / apartment",-15151,-1162,1,0,0,0,"Core staff",3
"932",5065798,0,"F","N","Y",0,44550,"Pensioner","Secondary / secondary special","Married","House / apartment",-22911,365243,1,0,0,0,"",2
"186",5033574,0,"F","Y","Y",1,NA,"Working","Secondary / secondary special","Married","House / apartment",-14222,-141,1,1,1,0,"Cooking staff",3
"1063",5125542,0,"M","N","N",0,180000,"Working","Higher education","Married","With parents",-13484,-2417,1,1,1,0,"High skill tech staff",2
"1297",5149887,0,"F","N","Y",0,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15941,-5830,1,0,0,0,"Managers",2
"345",5068888,0,"F","N","Y",0,225000,"Working","Secondary / secondary special","Married","House / apartment",-23537,-4888,1,0,0,0,"Medicine staff",2
"913",5105159,0,"M","N","Y",2,450000,"Commercial associate","Higher education","Married","House / apartment",-12238,-2187,1,1,1,0,"Managers",4
"517",5035418,0,"F","N","Y",0,292500,"Working","Higher education","Married","House / apartment",-21111,-4816,1,0,0,0,"Core staff",2
"1153",5036996,0,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21117,365243,1,0,1,0,"",1
"795",5061724,0,"F","N","Y",0,193500,"Pensioner","Incomplete higher","Widow","House / apartment",-24295,365243,1,0,0,0,"",1
"337",5022676,0,"M","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23286,365243,1,0,0,0,"",2
"1216",5023692,0,"F","N","Y",0,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-15036,-3339,1,0,0,0,"",1
"996",5023231,0,"M","Y","Y",0,270000,"Working","Secondary / secondary special","Separated","House / apartment",-17376,-1362,1,0,0,0,"Laborers",1
"961",5061340,0,"F","N","Y",0,94500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24302,365243,1,0,0,0,"",1
"349",5022308,0,"F","N","Y",0,90000,"Working","Secondary / secondary special","Separated","House / apartment",-19042,-3319,1,0,0,0,"",1
"810",5061753,0,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23035,365243,1,0,1,0,"",2
"1372",5125425,0,"F","Y","Y",1,189000,"Working","Lower secondary","Married","House / apartment",-16344,-864,1,0,0,1,"Core staff",3
"466",5029554,0,"F","N","Y",0,103500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23751,365243,1,0,0,0,"",1
"1476",5024238,0,"F","N","Y",0,47250,"Pensioner","Secondary / secondary special","Married","Municipal apartment",-21414,365243,1,0,1,0,"",2
"1292",5142930,0,"F","Y","N",0,56250,"Pensioner","Secondary / secondary special","Married","House / apartment",-21342,365243,1,0,0,0,"",2
"783",5066458,0,"F","Y","Y",0,135000,"Working","Secondary / secondary special","Separated","House / apartment",NA,-1406,1,0,0,0,"Laborers",1
"254",5050973,0,"F","N","N",1,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-15964,-7591,1,0,0,0,"Core staff",2
"1485",5094926,0,"F","Y","Y",0,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12175,-1463,1,1,0,0,"Core staff",2
"997",5029225,0,"F","Y","Y",0,144000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-21406,365243,1,0,1,0,"",2
"690",5041681,0,"F","N","N",0,94500,"Pensioner","Secondary / secondary special","Married","House / apartment",NA,365243,1,0,1,0,"",2
"1547",5118219,0,"M","Y","N",0,270000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15292,-645,1,1,1,0,"Drivers",2
"1287",5054384,0,"M","Y","N",0,292500,"Commercial associate","Higher education","Single / not married","House / apartment",-14050,-3680,1,1,1,0,"Laborers",1
"558",5067653,0,"F","N","Y",0,787500,"State servant","Higher education","Married","House / apartment",-17203,-1431,1,0,0,1,"Managers",2
"1186",5142860,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-14080,-1869,1,0,1,0,"",2
"538",5038569,0,"M","Y","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19974,-230,1,0,1,0,"Laborers",2
"1241",5050485,0,"F","N","N",0,292500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-18698,-10758,1,0,0,0,"Laborers",2
"509",5041474,0,"F","N","Y",0,90000,"Commercial associate","Higher education","Married","House / apartment",-9006,-793,1,0,0,1,"Sales staff",2
"564",5065763,0,"F","N","Y",0,90000,"Working","Secondary / secondary special","Single / not married","House / apartment",-14746,-693,1,0,0,0,"",1
"397",5125325,0,"M","Y","N",0,292500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20874,-2722,1,0,0,0,"",2
"836",5091457,0,"F","N","Y",2,103500,"Working","Secondary / secondary special","Married","House / apartment",NA,-6621,1,1,1,0,"Medicine staff",4
"208",5067345,0,"F","Y","N",0,180000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16541,-1085,1,0,1,0,"",2
"1394",5050619,0,"M","Y","N",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-10004,-1962,1,0,1,0,"",2
"571",5045992,0,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15256,-4491,1,0,0,0,"Laborers",2
"192",5067849,0,"F","N","Y",0,180000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-14756,-567,1,0,0,0,"",1
"404",5113420,0,"F","N","N",1,157500,"Working","Secondary / secondary special","Single / not married","Municipal apartment",-12716,-5336,1,0,0,0,"Core staff",2
"567",5028684,0,"M","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-9582,-3003,1,0,0,1,"Laborers",2
"771",5088101,0,"F","Y","Y",0,270000,"Working","Secondary / secondary special","Separated","House / apartment",-16971,-375,1,0,0,0,"",1
"966",5061832,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22616,365243,1,0,0,0,"",2
"237",5054522,0,"F","Y","Y",1,135000,"Working","Higher education","Married","House / apartment",-10014,-2311,1,0,0,0,"",3
"764",5022800,0,"F","Y","Y",0,202500,"Working","Higher education","Widow","House / apartment",-11998,-1497,1,0,0,0,"Managers",1
"1278",5114438,0,"F","N","Y",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-17262,-1107,1,1,1,0,"Sales staff",3
"458",5022804,0,"F","Y","Y",0,202500,"Working","Higher education","Widow","House / apartment",-11998,-1497,1,0,0,0,"Managers",1
"730",5116319,0,"F","N","Y",2,157500,"Working","Secondary / secondary special","Married","House / apartment",-14212,-1889,1,0,0,0,"Laborers",4
"815",5047670,0,"F","N","N",1,180000,"State servant","Higher education","Married","House / apartment",-14069,-2500,1,1,1,1,"Core staff",3
"1312",5052762,0,"M","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-11728,-932,1,0,0,1,"",1
"600",5089320,0,"F","Y","N",0,135000,"Commercial associate","Higher education","Married","House / apartment",-11616,-825,1,1,1,1,"High skill tech staff",2
"842",5095433,0,"F","N","Y",0,292500,"Working","Higher education","Married","House / apartment",-18764,-9258,1,0,0,0,"High skill tech staff",2
"1185",5023209,0,"F","N","N",1,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14438,-235,1,0,0,0,"Sales staff",3
"846",5100098,0,"F","N","Y",0,90000,"Working","Secondary / secondary special","Married","House / apartment",-10851,-826,1,0,0,0,"",2
"1390",5023914,0,"F","N","Y",2,184500,"Working","Secondary / secondary special","Married","House / apartment",-9912,-1707,1,1,1,0,"Sales staff",4
"594",5143319,0,"F","Y","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20838,365243,1,0,0,0,"",2
"1429",5050482,0,"F","N","N",0,292500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-18698,-10758,1,0,0,0,"Laborers",2
"788",5113472,0,"M","N","Y",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19200,-346,1,0,1,0,"High skill tech staff",2
"1038",5143560,0,"M","N","N",2,202500,"Working","Secondary / secondary special","Married","With parents",-10954,-745,1,0,0,0,"Drivers",4
"1283",5104868,0,"F","N","Y",0,112500,"Working","Higher education","Married","House / apartment",-12114,-4004,1,0,0,0,"Accountants",2
"353",5148812,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22416,365243,1,0,0,0,"",2
"918",5089737,0,"F","Y","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19010,-6761,1,1,1,0,"Cleaning staff",2
"402",5091400,0,"F","N","N",0,135000,"Working","Secondary / secondary special","Married","With parents",-12278,-869,1,0,0,0,"",2
"537",5091778,0,"M","N","Y",2,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-10874,-1174,1,1,0,0,"Laborers",4
"977",5126321,0,"F","N","N",0,270000,"Working","Secondary / secondary special","Married","House / apartment",-17778,-1719,1,1,1,0,"High skill tech staff",2
"987",5024148,0,"F","Y","N",0,180000,"Working","Higher education","Married","With parents",-11380,-1007,1,1,1,0,"Accountants",2
"1252",5053646,0,"M","N","N",0,360000,"Commercial associate","Higher education","Married","House / apartment",-20354,-1823,1,0,1,0,"Managers",2
"455",5054307,0,"M","N","N",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-10116,-880,1,0,0,0,"Laborers",3
"1109",5048276,0,"F","Y","N",1,112500,"Working","Higher education","Single / not married","House / apartment",-10028,-1618,1,0,0,0,"Core staff",2
"605",5115662,0,"M","Y","Y",0,225000,"Commercial associate","Higher education","Single / not married","House / apartment",-15994,-2537,1,0,1,0,"Sales staff",1
"389",5095193,0,"M","Y","Y",1,495000,"Commercial associate","Secondary / secondary special","Married","House / apartment",NA,-1190,1,0,1,0,"Managers",3
"325",5069227,0,"F","Y","Y",0,NA,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17330,-962,1,0,1,0,"Sales staff",2
"447",5099900,0,"M","Y","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20341,-6853,1,0,0,0,"Laborers",2
"355",5078842,0,"F","Y","Y",1,135000,"Working","Secondary / secondary special","Married","With parents",-10532,-117,1,0,0,0,"Private service staff",3
"811",5143009,0,"M","Y","N",1,99000,"Pensioner","Secondary / secondary special","Married","House / apartment",-18692,365243,1,0,1,0,"",3
"243",5090470,0,"M","N","Y",1,9e+05,"Working","Secondary / secondary special","Married","House / apartment",-15380,-4509,1,0,0,0,"Laborers",3
"1362",5126108,0,"F","N","Y",0,112500,"State servant","Secondary / secondary special","Single / not married","House / apartment",-20577,-13010,1,1,0,0,"Core staff",1
"858",5051007,0,"F","N","N",0,306000,"Commercial associate","Higher education","Married","House / apartment",-10707,-1354,1,0,0,0,"Managers",2
"1305",5148732,0,"F","N","Y",1,157500,"Working","Secondary / secondary special","Separated","Municipal apartment",-13355,-625,1,0,0,0,"Sales staff",2
"1335",5146045,0,"F","N","Y",0,360000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-18577,-2441,1,0,0,0,"Accountants",1
"268",5009706,0,"F","N","N",0,157500,"Working","Higher education","Married","House / apartment",-11644,-344,1,0,0,0,"Managers",2
"1041",5116633,0,"F","N","Y",0,135000,"Pensioner","Higher education","Single / not married","House / apartment",-22501,365243,1,0,0,0,"",1
"446",5038751,0,"M","Y","Y",2,157500,"Commercial associate","Higher education","Married","With parents",-14192,-626,1,0,0,0,"Drivers",4
"924",5113343,0,"M","N","Y",2,135000,"Working","Secondary / secondary special","Married","House / apartment",-11462,-4606,1,0,0,0,"Laborers",4
"503",5126612,0,"F","Y","N",0,180000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-20395,365243,1,0,1,0,"",1
"1422",5145970,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-23018,365243,1,0,0,0,"",1
"654",5135378,0,"F","N","Y",0,387000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-20082,-4979,1,0,0,0,"Sales staff",2
"1166",5079181,0,"F","N","N",0,112500,"Commercial associate","Incomplete higher","Married","House / apartment",-10177,-2339,1,0,1,0,"",2
"598",5026178,0,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19171,-7804,1,1,0,0,"Laborers",2
"1518",5067182,0,"F","N","Y",0,112500,"Working","Higher education","Married","House / apartment",-11432,-820,1,1,0,0,"Core staff",2
"1353",5099948,0,"F","Y","N",0,185400,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14747,-3229,1,0,0,0,"Laborers",2
"681",5045113,0,"F","N","Y",0,202500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21126,365243,1,0,0,0,"",1
"1177",5146296,0,"F","N","N",0,67500,"Working","Secondary / secondary special","Married","House / apartment",-18029,-3902,1,1,0,0,"Security staff",2
"1163",5066465,0,"F","Y","Y",0,135000,"Working","Secondary / secondary special","Separated","House / apartment",-16211,-1406,1,0,0,0,"Laborers",1
"596",5117248,0,"F","N","Y",2,112500,"Working","Secondary / secondary special","Married","House / apartment",-12974,-2379,1,0,0,0,"Laborers",4
"1506",5087880,0,"F","N","N",0,234000,"State servant","Higher education","Civil marriage","House / apartment",-21967,-5215,1,0,0,1,"Core staff",2
"950",5096604,0,"F","Y","N",1,225000,"Working","Higher education","Civil marriage","House / apartment",-13528,-980,1,1,1,0,"Core staff",3
"1184",5126503,0,"F","N","N",0,171000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20977,365243,1,0,1,0,"",2
"715",5062594,0,"M","Y","Y",1,135000,"State servant","Higher education","Married","House / apartment",-8972,-145,1,0,0,1,"Core staff",3
"281",5042232,0,"F","N","Y",0,112500,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-12849,-6273,1,1,0,0,"Sales staff",1
"1199",5038619,0,"F","N","N",0,103500,"Pensioner","Secondary / secondary special","Married","House / apartment",-24346,365243,1,0,0,0,"",2
"261",5145978,0,"F","Y","N",0,112500,"State servant","Secondary / secondary special","Widow","House / apartment",-19538,-5880,1,0,0,0,"Secretaries",1
"377",5010397,0,"F","Y","Y",1,225000,"Working","Higher education","Married","House / apartment",-14148,-1591,1,1,1,0,"High skill tech staff",3
"266",5009980,0,"F","Y","Y",0,180000,"State servant","Secondary / secondary special","Married","House / apartment",-20644,-3873,1,0,0,0,"Medicine staff",2
"462",5054626,0,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22034,365243,1,0,0,0,"",1
